path,loc,cc
src\transformers\models\gpt_bigcode\configuration_gpt_bigcode.py,57,5
src\transformers\models\jetmoe\configuration_jetmoe.py,57,5
src\transformers\models\esm\openfold_utils\loss.py,57,5
src\transformers\models\dinat\configuration_dinat.py,56,5
src\transformers\models\maskformer\configuration_maskformer_swin.py,56,5
src\transformers\models\pop2piano\configuration_pop2piano.py,56,5
src\transformers\models\vitdet\configuration_vitdet.py,56,5
src\transformers\models\dinov2_with_registers\configuration_dinov2_with_registers.py,54,5
src\transformers\models\opt\configuration_opt.py,54,5
src\transformers\models\deprecated\nat\configuration_nat.py,54,5
src\transformers\models\bitnet\configuration_bitnet.py,52,5
tests\models\xlm_roberta\test_modeling_xlm_roberta.py,50,5
src\transformers\models\vitpose_backbone\configuration_vitpose_backbone.py,48,5
tests\utils\test_cli.py,44,5
src\transformers\integrations\sdpa_paged.py,42,5
src\transformers\models\univnet\configuration_univnet.py,40,5
examples\legacy\run_camembert.py,39,5
src\transformers\models\ijepa\configuration_ijepa.py,39,5
examples\training\distributed_training.py,33,5
src\transformers\models\bridgetower\processing_bridgetower.py,30,5
src\transformers\models\regnet\configuration_regnet.py,29,5
src\transformers\models\siglip2\processing_siglip2.py,26,5
src\transformers\models\timm_backbone\configuration_timm_backbone.py,24,5
src\transformers\models\tvp\processing_tvp.py,24,5
examples\legacy\benchmarking\run_benchmark.py,23,5
src\transformers\models\openai\tokenization_openai_fast.py,19,5
utils\test_module\custom_modeling.py,12,5
src\transformers\models\deprecated\mmbt\configuration_mmbt.py,9,5
examples\modular-transformers\configuration_new_model.py,68,4
tests\models\camembert\test_modeling_camembert.py,51,4
src\transformers\models\audio_spectrogram_transformer\configuration_audio_spectrogram_transformer.py,44,4
src\transformers\models\dac\configuration_dac.py,40,4
tests\models\donut\test_processing_donut.py,37,4
tests\models\deepseek_vl\test_processing_deepseek_vl.py,34,4
tests\models\deepseek_vl_hybrid\test_processing_deepseek_vl_hybrid.py,34,4
examples\modular-transformers\modular_new_model.py,30,4
examples\legacy\seq2seq\old_test_seq2seq_examples_multi_gpu.py,30,4
src\transformers\integrations\fp_quant.py,28,4
tests\models\cpm\test_tokenization_cpm.py,28,4
src\transformers\models\conditional_detr\feature_extraction_conditional_detr.py,23,4
src\transformers\models\deformable_detr\feature_extraction_deformable_detr.py,23,4
src\transformers\models\detr\feature_extraction_detr.py,23,4
src\transformers\models\llava_onevision\video_processing_llava_onevision.py,23,4
src\transformers\models\yolos\feature_extraction_yolos.py,23,4
src\transformers\models\llava_next_video\video_processing_llava_next_video.py,22,4
src\transformers\models\mt5\modeling_flax_mt5.py,22,4
src\transformers\models\video_llava\video_processing_video_llava.py,22,4
src\transformers\models\perception_lm\video_processing_perception_lm.py,19,4
tests\models\owlv2\test_processing_owlv2.py,17,4
src\transformers\models\align\processing_align.py,16,4
examples\legacy\seq2seq\convert_model_to_fp16.py,15,4
examples\legacy\seq2seq\rouge_cli.py,11,4
src\transformers\commands\__init__.py,10,4
examples\modular-transformers\modular_duplicated_method.py,8,4
examples\modular-transformers\modular_add_function.py,7,4
src\transformers\utils\dummy_detectron2_objects.py,7,4
utils\fetch_hub_objects_for_ci.py,188,3
src\transformers\models\seamless_m4t_v2\configuration_seamless_m4t_v2.py,172,3
src\transformers\models\seamless_m4t\configuration_seamless_m4t.py,166,3
src\transformers\models\patchtst\configuration_patchtst.py,102,3
src\transformers\models\patchtsmixer\configuration_patchtsmixer.py,94,3
src\transformers\models\deprecated\graphormer\configuration_graphormer.py,90,3
src\transformers\models\deprecated\gptsan_japanese\configuration_gptsan_japanese.py,72,3
src\transformers\models\led\configuration_led.py,71,3
src\transformers\utils\deprecation.py,69,3
src\transformers\models\lxmert\configuration_lxmert.py,67,3
src\transformers\models\deprecated\efficientformer\configuration_efficientformer.py,67,3
src\transformers\models\gemma\configuration_gemma.py,66,3
src\transformers\models\helium\configuration_helium.py,66,3
src\transformers\models\glm\configuration_glm.py,65,3
src\transformers\models\glm4\configuration_glm4.py,65,3
src\transformers\models\decision_transformer\configuration_decision_transformer.py,61,3
src\transformers\models\dinov3_vit\configuration_dinov3_vit.py,61,3
src\transformers\models\eomt\configuration_eomt.py,61,3
src\transformers\models\deprecated\trajectory_transformer\configuration_trajectory_transformer.py,60,3
src\transformers\models\markuplm\configuration_markuplm.py,59,3
src\transformers\models\trocr\configuration_trocr.py,59,3
src\transformers\models\vjepa2\configuration_vjepa2.py,57,3
src\transformers\models\roc_bert\configuration_roc_bert.py,56,3
src\transformers\models\deprecated\realm\configuration_realm.py,56,3
src\transformers\models\xglm\configuration_xglm.py,55,3
src\transformers\models\cvt\configuration_cvt.py,53,3
src\transformers\models\videomae\configuration_videomae.py,53,3
src\transformers\models\timesfm\configuration_timesfm.py,52,3
src\transformers\models\yoso\configuration_yoso.py,52,3
src\transformers\models\deprecated\speech_to_text_2\configuration_speech_to_text_2.py,52,3
src\transformers\models\bros\configuration_bros.py,50,3
src\transformers\models\vilt\configuration_vilt.py,50,3
src\transformers\models\donut\configuration_donut_swin.py,49,3
src\transformers\models\mgp_str\configuration_mgp_str.py,49,3
src\transformers\models\openai\configuration_openai.py,49,3
src\transformers\models\vit_mae\configuration_vit_mae.py,49,3
src\transformers\models\mra\configuration_mra.py,48,3
src\transformers\models\glpn\configuration_glpn.py,47,3
src\transformers\models\canine\configuration_canine.py,46,3
src\transformers\models\luke\configuration_luke.py,46,3
src\transformers\models\nystromformer\configuration_nystromformer.py,46,3
src\transformers\models\biogpt\configuration_biogpt.py,44,3
src\transformers\models\lilt\configuration_lilt.py,44,3
src\transformers\models\visual_bert\configuration_visual_bert.py,44,3
src\transformers\models\timesformer\configuration_timesformer.py,43,3
src\transformers\models\deprecated\nezha\configuration_nezha.py,42,3
src\transformers\models\cpmant\configuration_cpmant.py,41,3
src\transformers\models\ctrl\configuration_ctrl.py,40,3
src\transformers\models\dpr\configuration_dpr.py,40,3
src\transformers\models\megatron_bert\configuration_megatron_bert.py,40,3
src\transformers\models\splinter\configuration_splinter.py,40,3
src\transformers\models\deprecated\qdqbert\configuration_qdqbert.py,40,3
src\transformers\models\deprecated\retribert\configuration_retribert.py,40,3
src\transformers\models\vivit\configuration_vivit.py,39,3
src\transformers\models\bert_generation\configuration_bert_generation.py,38,3
src\transformers\models\fnet\configuration_fnet.py,38,3
src\transformers\models\mpnet\configuration_mpnet.py,38,3
src\transformers\models\deprecated\ernie_m\configuration_ernie_m.py,38,3
src\transformers\models\vit_msn\configuration_vit_msn.py,37,3
src\transformers\models\deprecated\van\configuration_van.py,37,3
src\transformers\models\mlcd\configuration_mlcd.py,36,3
src\transformers\commands\transformers_cli.py,35,3
src\transformers\models\pixtral\configuration_pixtral.py,34,3
examples\modular-transformers\modular_super.py,33,3
tests\models\dit\test_modeling_dit.py,31,3
src\transformers\models\superpoint\configuration_superpoint.py,29,3
tests\utils\test_expectations.py,28,3
utils\check_build.py,27,3
examples\modular-transformers\modular_dummy_bert.py,23,3
src\transformers\integrations\tiktoken.py,23,3
src\transformers\models\mobilenet_v1\image_processing_mobilenet_v1_fast.py,22,3
src\transformers\models\beit\feature_extraction_beit.py,15,3
src\transformers\models\chinese_clip\feature_extraction_chinese_clip.py,15,3
src\transformers\models\clip\feature_extraction_clip.py,15,3
src\transformers\models\convnext\feature_extraction_convnext.py,15,3
src\transformers\models\deit\feature_extraction_deit.py,15,3
src\transformers\models\donut\feature_extraction_donut.py,15,3
src\transformers\models\dpt\feature_extraction_dpt.py,15,3
src\transformers\models\flava\feature_extraction_flava.py,15,3
src\transformers\models\glpn\feature_extraction_glpn.py,15,3
src\transformers\models\imagegpt\feature_extraction_imagegpt.py,15,3
src\transformers\models\layoutlmv2\feature_extraction_layoutlmv2.py,15,3
src\transformers\models\layoutlmv3\feature_extraction_layoutlmv3.py,15,3
src\transformers\models\levit\feature_extraction_levit.py,15,3
src\transformers\models\maskformer\feature_extraction_maskformer.py,15,3
src\transformers\models\mobilenet_v1\feature_extraction_mobilenet_v1.py,15,3
src\transformers\models\mobilenet_v2\feature_extraction_mobilenet_v2.py,15,3
src\transformers\models\mobilevit\feature_extraction_mobilevit.py,15,3
src\transformers\models\mt5\modeling_tf_mt5.py,15,3
src\transformers\models\owlvit\feature_extraction_owlvit.py,15,3
src\transformers\models\perceiver\feature_extraction_perceiver.py,15,3
src\transformers\models\poolformer\feature_extraction_poolformer.py,15,3
src\transformers\models\segformer\feature_extraction_segformer.py,15,3
src\transformers\models\videomae\feature_extraction_videomae.py,15,3
src\transformers\models\vilt\feature_extraction_vilt.py,15,3
src\transformers\models\vit\feature_extraction_vit.py,15,3
examples\pytorch\conftest.py,14,3
src\transformers\integrations\tpu.py,14,3
examples\legacy\seq2seq\minify_dataset.py,13,3
src\transformers\sagemaker\trainer_sm.py,12,3
src\transformers\models\sew\feature_extraction_sew.py,11,3
src\transformers\models\altclip\processing_altclip.py,10,3
src\transformers\models\git\processing_git.py,9,3
src\transformers\models\siglip\processing_siglip.py,8,3
examples\modular-transformers\modular_my_new_model.py,6,3
examples\modular-transformers\modular_new_imgproc_model.py,6,3
utils\test_module\custom_configuration.py,6,3
src\transformers\utils\dummy_mistral_common_objects.py,5,3
src\transformers\utils\dummy_tensorflow_text_objects.py,5,3
src\transformers\utils\dummy_timm_and_torchvision_objects.py,5,3
src\transformers\utils\dummy_tokenizers_objects.py,5,3
tests\utils\import_structures\failing_export.py,5,3
tests\utils\test_dynamic_module_utils.py,91,2
src\transformers\convert_tf_hub_seq_to_seq_bert_to_pytorch.py,58,2
examples\pytorch\xla_spawn.py,34,2
examples\legacy\seq2seq\xla_spawn.py,34,2
examples\legacy\seq2seq\test_data\fsmt\build-eval-data.py,23,2
examples\legacy\seq2seq\sentence_splitter.py,14,2
src\transformers\models\kyutai_speech_to_text\processing_kyutai_speech_to_text.py,13,2
examples\modular-transformers\modular_global_indexing.py,8,2
src\transformers\quantizers\quantizers_utils.py,6,2
examples\modular-transformers\modular_my_new_model2.py,5,2
examples\legacy\seq2seq\save_len_file.py,33,1
scripts\distributed\torch-distributed-gpu-test.py,32,1
src\transformers\dependency_versions_check.py,31,1
examples\legacy\seq2seq\seq2seq_training_args.py,30,1
src\transformers\models\vit\image_processing_vit_fast.py,21,1
src\transformers\models\deit\image_processing_deit_fast.py,19,1
src\transformers\models\bit\image_processing_bit_fast.py,18,1
src\transformers\models\pvt\image_processing_pvt_fast.py,18,1
src\transformers\models\siglip\image_processing_siglip_fast.py,18,1
src\transformers\models\chinese_clip\image_processing_chinese_clip_fast.py,17,1
src\transformers\models\clip\image_processing_clip_fast.py,17,1
benchmark\optimum_benchmark_wrapper.py,14,1
src\transformers\models\blip\image_processing_blip_fast.py,14,1
examples\legacy\seq2seq\save_randomly_initialized_model.py,10,1
tests\utils\test_auto_docstring.py,9,1
utils\test_module\custom_tokenization_fast.py,5,1
examples\modular-transformers\modular_switch_function.py,4,1
src\transformers\utils\dummy_sentencepiece_and_tokenizers_objects.py,4,1
src\transformers\models\mt5\tokenization_mt5.py,4,1
src\transformers\models\mt5\tokenization_mt5_fast.py,4,1
utils\test_module\custom_processing.py,4,1
examples\modular-transformers\modular_from_uppercase_model.py,3,1
examples\modular-transformers\modular_test_detr.py,3,1
tests\sagemaker\__init__.py,3,1
utils\test_module\custom_feature_extraction.py,3,1
utils\test_module\custom_image_processing.py,3,1
utils\test_module\custom_tokenization.py,3,1
utils\test_module\custom_video_processing.py,3,1
src\transformers\utils\sentencepiece_model_pb2.py,1468,0
src\transformers\__init__.py,880,0
templates\adding_a_new_example_script\{{cookiecutter.directory_name}}\run_{{cookiecutter.example_shortcut}}.py,727,0
src\transformers\models\__init__.py,379,0
src\transformers\generation\__init__.py,324,0
src\transformers\integrations\__init__.py,287,0
utils\past_ci_versions.py,119,0
src\transformers\file_utils.py,108,0
src\transformers\dependency_versions_table.py,104,0
utils\process_bad_commit_report.py,87,0
tests\sagemaker\scripts\tensorflow\run_tf.py,75,0
examples\pytorch\continuous_batching_simple.py,72,0
utils\process_circleci_workflow_test_reports.py,56,0
utils\print_env.py,51,0
examples\pytorch\context_parallel.py,50,0
utils\split_doctest_jobs.py,48,0
templates\adding_a_missing_tokenization_test\cookiecutter-template-{{cookiecutter.modelname}}\test_tokenization_{{cookiecutter.lowercase_modelname}}.py,48,0
utils\check_model_tester.py,38,0
utils\split_model_tests.py,36,0
src\transformers\data\__init__.py,32,0
src\transformers\models\deprecated\__init__.py,32,0
src\transformers\utils\sentencepiece_model_pb2_new.py,30,0
examples\run_on_remote.py,28,0
utils\important_files.py,28,0
src\transformers\onnx\__init__.py,28,0
examples\legacy\token-classification\scripts\preprocess.py,26,0
utils\set_cuda_devices_for_ci.py,18,0
src\transformers\models\auto\__init__.py,18,0
src\transformers\models\clip\__init__.py,18,0
src\transformers\models\layoutlmv3\__init__.py,17,0
src\transformers\models\blip\__init__.py,16,0
src\transformers\models\layoutlmv2\__init__.py,16,0
src\transformers\models\whisper\__init__.py,16,0
src\transformers\models\bert\__init__.py,15,0
src\transformers\models\data2vec\__init__.py,15,0
src\transformers\models\gpt2\__init__.py,15,0
src\transformers\models\maskformer\__init__.py,15,0
src\transformers\models\prompt_depth_anything\__init__.py,15,0
src\transformers\models\vit\__init__.py,15,0
src\transformers\models\wav2vec2\__init__.py,15,0
src\transformers\models\albert\__init__.py,14,0
src\transformers\models\bart\__init__.py,14,0
src\transformers\models\beit\__init__.py,14,0
src\transformers\models\blenderbot\__init__.py,14,0
src\transformers\models\blenderbot_small\__init__.py,14,0
src\transformers\models\chinese_clip\__init__.py,14,0
src\transformers\models\convnext\__init__.py,14,0
src\transformers\models\deepseek_vl_hybrid\__init__.py,14,0
src\transformers\models\deit\__init__.py,14,0
src\transformers\models\dia\__init__.py,14,0
src\transformers\models\distilbert\__init__.py,14,0
src\transformers\models\donut\__init__.py,14,0
src\transformers\models\electra\__init__.py,14,0
src\transformers\models\flava\__init__.py,14,0
src\transformers\models\funnel\__init__.py,14,0
src\transformers\models\llava_onevision\__init__.py,14,0
src\transformers\models\markuplm\__init__.py,14,0
src\transformers\models\mbart\__init__.py,14,0
src\transformers\models\mobilevit\__init__.py,14,0
src\transformers\models\owlvit\__init__.py,14,0
src\transformers\models\pegasus\__init__.py,14,0
src\transformers\models\perceiver\__init__.py,14,0
src\transformers\models\roberta\__init__.py,14,0
src\transformers\models\roformer\__init__.py,14,0
src\transformers\models\rt_detr\__init__.py,14,0
src\transformers\models\sam\__init__.py,14,0
src\transformers\models\seamless_m4t\__init__.py,14,0
src\transformers\models\segformer\__init__.py,14,0
src\transformers\models\siglip\__init__.py,14,0
src\transformers\models\speech_to_text\__init__.py,14,0
src\transformers\models\t5\__init__.py,14,0
src\transformers\models\vilt\__init__.py,14,0
src\transformers\models\xglm\__init__.py,14,0
src\transformers\models\xlm_roberta\__init__.py,14,0
src\transformers\models\xlstm\__init__.py,14,0
docs\source\it\_config.py,13,0
src\transformers\models\big_bird\__init__.py,13,0
src\transformers\models\bridgetower\__init__.py,13,0
src\transformers\models\camembert\__init__.py,13,0
src\transformers\models\chameleon\__init__.py,13,0
src\transformers\models\clvp\__init__.py,13,0
src\transformers\models\conditional_detr\__init__.py,13,0
src\transformers\models\convbert\__init__.py,13,0
src\transformers\models\deberta\__init__.py,13,0
src\transformers\models\deberta_v2\__init__.py,13,0
src\transformers\models\deepseek_vl\__init__.py,13,0
src\transformers\models\deformable_detr\__init__.py,13,0
src\transformers\models\detr\__init__.py,13,0
src\transformers\models\dpr\__init__.py,13,0
src\transformers\models\dpt\__init__.py,13,0
src\transformers\models\esm\__init__.py,13,0
src\transformers\models\gemma\__init__.py,13,0
src\transformers\models\gemma3\__init__.py,13,0
src\transformers\models\got_ocr2\__init__.py,13,0
src\transformers\models\grounding_dino\__init__.py,13,0
src\transformers\models\idefics\__init__.py,13,0
src\transformers\models\idefics2\__init__.py,13,0
src\transformers\models\idefics3\__init__.py,13,0
src\transformers\models\imagegpt\__init__.py,13,0
src\transformers\models\instructblipvideo\__init__.py,13,0
src\transformers\models\janus\__init__.py,13,0
src\transformers\models\kosmos2_5\__init__.py,13,0
src\transformers\models\layoutlm\__init__.py,13,0
src\transformers\models\led\__init__.py,13,0
src\transformers\models\levit\__init__.py,13,0
src\transformers\models\llama\__init__.py,13,0
src\transformers\models\llava_next\__init__.py,13,0
src\transformers\models\longformer\__init__.py,13,0
src\transformers\models\lxmert\__init__.py,13,0
src\transformers\models\marian\__init__.py,13,0
src\transformers\models\mobilebert\__init__.py,13,0
src\transformers\models\mobilenet_v1\__init__.py,13,0
src\transformers\models\mobilenet_v2\__init__.py,13,0
src\transformers\models\mpnet\__init__.py,13,0
src\transformers\models\mt5\__init__.py,13,0
src\transformers\models\oneformer\__init__.py,13,0
src\transformers\models\openai\__init__.py,13,0
src\transformers\models\ovis2\__init__.py,13,0
src\transformers\models\owlv2\__init__.py,13,0
src\transformers\models\phi4_multimodal\__init__.py,13,0
src\transformers\models\pixtral\__init__.py,13,0
src\transformers\models\poolformer\__init__.py,13,0
src\transformers\models\qwen2_vl\__init__.py,13,0
src\transformers\models\rag\__init__.py,13,0
src\transformers\models\rembert\__init__.py,13,0
src\transformers\models\siglip2\__init__.py,13,0
src\transformers\models\smolvlm\__init__.py,13,0
src\transformers\models\speecht5\__init__.py,13,0
src\transformers\models\tvp\__init__.py,13,0
src\transformers\models\udop\__init__.py,13,0
src\transformers\models\vision_text_dual_encoder\__init__.py,13,0
src\transformers\models\xlnet\__init__.py,13,0
src\transformers\models\yolos\__init__.py,13,0
src\transformers\models\deprecated\realm\__init__.py,13,0
src\transformers\models\deprecated\tvlt\__init__.py,13,0
docs\source\_config.py,12,0
docs\source\ar\_config.py,12,0
docs\source\de\_config.py,12,0
docs\source\en\_config.py,12,0
docs\source\es\_config.py,12,0
docs\source\fr\_config.py,12,0
docs\source\ko\_config.py,12,0
docs\source\pt\_config.py,12,0
src\transformers\distributed\__init__.py,12,0
src\transformers\utils\bitsandbytes.py,12,0
src\transformers\models\aria\__init__.py,12,0
src\transformers\models\bit\__init__.py,12,0
src\transformers\models\bloom\__init__.py,12,0
src\transformers\models\clap\__init__.py,12,0
src\transformers\models\codegen\__init__.py,12,0
src\transformers\models\cohere2_vision\__init__.py,12,0
src\transformers\models\ctrl\__init__.py,12,0
src\transformers\models\depth_pro\__init__.py,12,0
src\transformers\models\efficientloftr\__init__.py,12,0
src\transformers\models\efficientnet\__init__.py,12,0
src\transformers\models\emu3\__init__.py,12,0
src\transformers\models\encoder_decoder\__init__.py,12,0
src\transformers\models\eomt\__init__.py,12,0
src\transformers\models\flaubert\__init__.py,12,0
src\transformers\models\fnet\__init__.py,12,0
src\transformers\models\fuyu\__init__.py,12,0
src\transformers\models\gemma3n\__init__.py,12,0
src\transformers\models\glpn\__init__.py,12,0
src\transformers\models\gptj\__init__.py,12,0
src\transformers\models\granite_speech\__init__.py,12,0
src\transformers\models\internvl\__init__.py,12,0
src\transformers\models\kyutai_speech_to_text\__init__.py,12,0
src\transformers\models\lfm2_vl\__init__.py,12,0
src\transformers\models\llama4\__init__.py,12,0
src\transformers\models\llava\__init__.py,12,0
src\transformers\models\llava_next_video\__init__.py,12,0
src\transformers\models\mask2former\__init__.py,12,0
src\transformers\models\mgp_str\__init__.py,12,0
src\transformers\models\mistral\__init__.py,12,0
src\transformers\models\mllama\__init__.py,12,0
src\transformers\models\mvp\__init__.py,12,0
src\transformers\models\nougat\__init__.py,12,0
src\transformers\models\opt\__init__.py,12,0
src\transformers\models\parakeet\__init__.py,12,0
src\transformers\models\perception_lm\__init__.py,12,0
src\transformers\models\pix2struct\__init__.py,12,0
src\transformers\models\pvt\__init__.py,12,0
src\transformers\models\qwen2\__init__.py,12,0
src\transformers\models\qwen3_vl\__init__.py,12,0
src\transformers\models\reformer\__init__.py,12,0
src\transformers\models\regnet\__init__.py,12,0
src\transformers\models\resnet\__init__.py,12,0
src\transformers\models\roberta_prelayernorm\__init__.py,12,0
src\transformers\models\sam2\__init__.py,12,0
src\transformers\models\sam2_video\__init__.py,12,0
src\transformers\models\splinter\__init__.py,12,0
src\transformers\models\squeezebert\__init__.py,12,0
src\transformers\models\superpoint\__init__.py,12,0
src\transformers\models\swin2sr\__init__.py,12,0
src\transformers\models\tapas\__init__.py,12,0
src\transformers\models\textnet\__init__.py,12,0
src\transformers\models\videomae\__init__.py,12,0
src\transformers\models\video_llava\__init__.py,12,0
src\transformers\models\vision_encoder_decoder\__init__.py,12,0
src\transformers\models\vitmatte\__init__.py,12,0
src\transformers\models\xlm\__init__.py,12,0
src\transformers\models\zoedepth\__init__.py,12,0
src\transformers\models\deprecated\efficientformer\__init__.py,12,0
src\transformers\models\deprecated\mctct\__init__.py,12,0
src\transformers\models\deprecated\retribert\__init__.py,12,0
src\transformers\models\deprecated\speech_to_text_2\__init__.py,12,0
src\transformers\models\deprecated\transfo_xl\__init__.py,12,0
utils\extract_pr_number_from_circleci.py,11,0
utils\get_modified_files.py,11,0
src\transformers\models\align\__init__.py,11,0
src\transformers\models\altclip\__init__.py,11,0
src\transformers\models\audio_spectrogram_transformer\__init__.py,11,0
src\transformers\models\aya_vision\__init__.py,11,0
src\transformers\models\bamba\__init__.py,11,0
src\transformers\models\bark\__init__.py,11,0
src\transformers\models\bert_generation\__init__.py,11,0
src\transformers\models\biogpt\__init__.py,11,0
src\transformers\models\blip_2\__init__.py,11,0
src\transformers\models\blt\__init__.py,11,0
src\transformers\models\bros\__init__.py,11,0
src\transformers\models\canine\__init__.py,11,0
src\transformers\models\clipseg\__init__.py,11,0
src\transformers\models\cohere\__init__.py,11,0
src\transformers\models\colpali\__init__.py,11,0
src\transformers\models\colqwen2\__init__.py,11,0
src\transformers\models\convnextv2\__init__.py,11,0
src\transformers\models\cpmant\__init__.py,11,0
src\transformers\models\csm\__init__.py,11,0
src\transformers\models\cvt\__init__.py,11,0
src\transformers\models\dac\__init__.py,11,0
src\transformers\models\dinov2\__init__.py,11,0
src\transformers\models\dinov3_vit\__init__.py,11,0
src\transformers\models\encodec\__init__.py,11,0
src\transformers\models\evolla\__init__.py,11,0
src\transformers\models\fastspeech2_conformer\__init__.py,11,0
src\transformers\models\florence2\__init__.py,11,0
src\transformers\models\fsmt\__init__.py,11,0
src\transformers\models\git\__init__.py,11,0
src\transformers\models\glm4v\__init__.py,11,0
src\transformers\models\gpt_neo\__init__.py,11,0
src\transformers\models\gpt_neox\__init__.py,11,0
src\transformers\models\gpt_neox_japanese\__init__.py,11,0
src\transformers\models\groupvit\__init__.py,11,0
src\transformers\models\hubert\__init__.py,11,0
src\transformers\models\hunyuan_v1_dense\__init__.py,11,0
src\transformers\models\instructblip\__init__.py,11,0
src\transformers\models\kosmos2\__init__.py,11,0
src\transformers\models\layoutxlm\__init__.py,11,0
src\transformers\models\lightglue\__init__.py,11,0
src\transformers\models\longt5\__init__.py,11,0
src\transformers\models\luke\__init__.py,11,0
src\transformers\models\m2m_100\__init__.py,11,0
src\transformers\models\mistral3\__init__.py,11,0
src\transformers\models\musicgen\__init__.py,11,0
src\transformers\models\omdet_turbo\__init__.py,11,0
src\transformers\models\paligemma\__init__.py,11,0
src\transformers\models\plbart\__init__.py,11,0
src\transformers\models\prophetnet\__init__.py,11,0
src\transformers\models\qwen2_5_omni\__init__.py,11,0
src\transformers\models\qwen2_5_vl\__init__.py,11,0
src\transformers\models\qwen2_audio\__init__.py,11,0
src\transformers\models\qwen3_omni_moe\__init__.py,11,0
src\transformers\models\roc_bert\__init__.py,11,0
src\transformers\models\sam_hq\__init__.py,11,0
src\transformers\models\seggpt\__init__.py,11,0
src\transformers\models\shieldgemma2\__init__.py,11,0
src\transformers\models\speech_encoder_decoder\__init__.py,11,0
src\transformers\models\superglue\__init__.py,11,0
src\transformers\models\swiftformer\__init__.py,11,0
src\transformers\models\swin\__init__.py,11,0
src\transformers\models\timm_wrapper\__init__.py,11,0
src\transformers\models\trocr\__init__.py,11,0
src\transformers\models\univnet\__init__.py,11,0
src\transformers\models\vitpose\__init__.py,11,0
src\transformers\models\vits\__init__.py,11,0
src\transformers\models\vit_mae\__init__.py,11,0
src\transformers\models\vivit\__init__.py,11,0
src\transformers\models\vjepa2\__init__.py,11,0
src\transformers\models\voxtral\__init__.py,11,0
src\transformers\models\wav2vec2_bert\__init__.py,11,0
src\transformers\models\x_clip\__init__.py,11,0
src\transformers\models\deprecated\deta\__init__.py,11,0
src\transformers\models\deprecated\ernie_m\__init__.py,11,0
src\transformers\models\deprecated\gptsan_japanese\__init__.py,11,0
src\transformers\models\deprecated\jukebox\__init__.py,11,0
src\transformers\models\deprecated\vit_hybrid\__init__.py,11,0
src\transformers\models\deprecated\xlm_prophetnet\__init__.py,11,0
src\transformers\generation\continuous_batching\__init__.py,10,0
src\transformers\models\aimv2\__init__.py,10,0
src\transformers\models\apertus\__init__.py,10,0
src\transformers\models\arcee\__init__.py,10,0
src\transformers\models\autoformer\__init__.py,10,0
src\transformers\models\barthez\__init__.py,10,0
src\transformers\models\bigbird_pegasus\__init__.py,10,0
src\transformers\models\bitnet\__init__.py,10,0
src\transformers\models\code_llama\__init__.py,10,0
src\transformers\models\cohere2\__init__.py,10,0
src\transformers\models\cpm\__init__.py,10,0
src\transformers\models\dab_detr\__init__.py,10,0
src\transformers\models\dbrx\__init__.py,10,0
src\transformers\models\decision_transformer\__init__.py,10,0
src\transformers\models\deepseek_v2\__init__.py,10,0
src\transformers\models\deepseek_v3\__init__.py,10,0
src\transformers\models\depth_anything\__init__.py,10,0
src\transformers\models\diffllama\__init__.py,10,0
src\transformers\models\dinat\__init__.py,10,0
src\transformers\models\dinov2_with_registers\__init__.py,10,0
src\transformers\models\dinov3_convnext\__init__.py,10,0
src\transformers\models\doge\__init__.py,10,0
src\transformers\models\dots1\__init__.py,10,0
src\transformers\models\d_fine\__init__.py,10,0
src\transformers\models\edgetam\__init__.py,10,0
src\transformers\models\edgetam_video\__init__.py,10,0
src\transformers\models\ernie\__init__.py,10,0
src\transformers\models\ernie4_5\__init__.py,10,0
src\transformers\models\ernie4_5_moe\__init__.py,10,0
src\transformers\models\exaone4\__init__.py,10,0
src\transformers\models\falcon\__init__.py,10,0
src\transformers\models\falcon_h1\__init__.py,10,0
src\transformers\models\falcon_mamba\__init__.py,10,0
src\transformers\models\flex_olmo\__init__.py,10,0
src\transformers\models\focalnet\__init__.py,10,0
src\transformers\models\gemma2\__init__.py,10,0
src\transformers\models\glm\__init__.py,10,0
src\transformers\models\glm4\__init__.py,10,0
src\transformers\models\glm4v_moe\__init__.py,10,0
src\transformers\models\glm4_moe\__init__.py,10,0
src\transformers\models\gpt_bigcode\__init__.py,10,0
src\transformers\models\gpt_oss\__init__.py,10,0
src\transformers\models\granite\__init__.py,10,0
src\transformers\models\granitemoe\__init__.py,10,0
src\transformers\models\granitemoehybrid\__init__.py,10,0
src\transformers\models\granitemoeshared\__init__.py,10,0
src\transformers\models\helium\__init__.py,10,0
src\transformers\models\herbert\__init__.py,10,0
src\transformers\models\hgnet_v2\__init__.py,10,0
src\transformers\models\hiera\__init__.py,10,0
src\transformers\models\hunyuan_v1_moe\__init__.py,10,0
src\transformers\models\ibert\__init__.py,10,0
src\transformers\models\ijepa\__init__.py,10,0
src\transformers\models\informer\__init__.py,10,0
src\transformers\models\jamba\__init__.py,10,0
src\transformers\models\jetmoe\__init__.py,10,0
src\transformers\models\lfm2\__init__.py,10,0
src\transformers\models\lilt\__init__.py,10,0
src\transformers\models\longcat_flash\__init__.py,10,0
src\transformers\models\mamba\__init__.py,10,0
src\transformers\models\mamba2\__init__.py,10,0
src\transformers\models\mbart50\__init__.py,10,0
src\transformers\models\megatron_bert\__init__.py,10,0
src\transformers\models\metaclip_2\__init__.py,10,0
